timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,data_source,label
2024-01-01 00:00:00,537,17,436,0,0,0,0,15,1,9,12,5,0.0,1,0,6,0,0,0,0,0,0,5,53,0.0536277602523659,0,0,synthetic,copula_anomaly
2024-01-01 00:01:00,998,1,1030,0,0,0,0,17,0,15,19,4,2.25,10,0,4,0,0,0,0,0,0,3,98,0.0271926464955955,0,0,synthetic,copula_anomaly
2024-01-01 00:02:00,27,10,12,0,0,0,0,46,9,31,13,3,7.0,4,0,11,5,1,0,0,0,0,8,7,0.0784708249496981,1,0,synthetic,copula_anomaly
2024-01-01 00:03:00,82,1,38,0,0,0,0,6,0,5,20,4,0.0,0,0,4,2,0,0,0,0,0,3,14,0.1276595744680851,0,0,synthetic,copula_anomaly
2024-01-01 00:04:00,99,60,57,0,0,0,0,12,0,9,12,4,1.8125,1,0,5,0,2,0,0,0,0,3,20,0.024,0,0,synthetic,copula_anomaly
2024-01-01 00:05:00,243,22,176,0,0,0,0,16,0,10,23,6,4.0,13,0,2,1,0,0,0,0,0,2,32,0.0356472795497185,0,0,synthetic,copula_anomaly
2024-01-01 00:06:00,31,0,16,0,0,0,0,16,0,12,9,8,1.0625,4,0,0,22,0,0,2,0,0,0,8,0.0265272286698125,25,0,synthetic,copula_anomaly
2024-01-01 00:07:00,57,0,32,0,0,0,0,5,1,2,14,2,2.677419354838709,13,0,0,0,1,0,0,0,0,1,26,0.0592823712948517,0,0,synthetic,copula_anomaly
2024-01-01 00:08:00,140,4,95,0,0,0,0,5,0,4,15,5,1.3846153846153846,4,0,4,0,0,0,0,0,0,2,27,0.0247524752475247,0,0,synthetic,copula_anomaly
2024-01-01 00:09:00,72,0,46,0,0,0,0,273,57,175,15,1,9.0,13,0,143,11,0,1,3,0,0,146,112,0.151877133105802,0,0,synthetic,copula_anomaly
2024-01-01 00:10:00,398,156,319,0,0,0,0,20,0,15,23,2,5.0,1,0,6,4,0,0,0,5,0,7,19,0.0136054421768707,3,0,synthetic,copula_anomaly
2024-01-01 00:11:00,311,1,217,0,0,0,0,32,9,21,17,5,3.0,5,0,1,5,3,0,0,1,0,1,19,0.0853658536585365,0,0,synthetic,copula_anomaly
2024-01-01 00:12:00,294,6,268,0,0,0,0,4,3,1,14,4,1.5759493670886076,2,0,0,0,2,0,0,0,0,0,75,0.0457209847596717,0,0,synthetic,copula_anomaly
2024-01-01 00:13:00,82,0,38,0,0,0,0,5,0,3,12,6,2.5,2,0,0,0,1,0,0,0,0,0,26,0.0093516209476309,0,0,synthetic,copula_anomaly
2024-01-01 00:14:00,48,139,24,0,0,0,0,30,5,22,7,6,2.0,11,0,19,0,0,16,0,0,0,15,9,0.0632653061224489,3,0,synthetic,copula_anomaly
2024-01-01 00:15:00,118,4,66,0,0,0,0,0,0,0,9,4,1.5,2,0,0,4,0,0,0,0,0,0,48,0.1052631578947368,0,0,synthetic,copula_anomaly
2024-01-01 00:16:00,43,6,24,0,0,0,0,0,0,0,17,3,1.6712328767123288,1,0,0,0,0,0,0,0,0,0,19,0.1666666666666666,1,0,synthetic,copula_anomaly
2024-01-01 00:17:00,77,1,40,0,0,0,0,37,5,26,13,2,0.0,0,0,23,2,0,0,0,0,0,18,11,0.0205616850551654,0,0,synthetic,copula_anomaly
2024-01-01 00:18:00,68,8,33,1,0,0,0,23,10,12,11,6,3.4285714285714284,11,0,5,0,1,1,0,0,0,4,20,0.0278151637505607,0,0,synthetic,copula_anomaly
2024-01-01 00:19:00,56,0,26,3,0,0,0,23,15,7,7,2,2.6666666666666665,4,0,1,13,0,0,0,0,0,0,10,0.0026303204208512,3,2,synthetic,copula_anomaly
2024-01-01 00:20:00,38,0,19,0,0,0,0,23,18,4,8,5,3.0,4,0,3,2,0,0,0,0,0,2,9,0.0825396825396825,1,0,synthetic,copula_anomaly
2024-01-01 00:21:00,107,1,67,0,0,0,0,11,7,4,26,7,1.1666666666666667,13,0,28,0,0,0,0,0,0,26,63,0.0334207077326343,0,0,synthetic,copula_anomaly
2024-01-01 00:22:00,53,3,27,1,0,7,0,9,0,9,9,7,9.0,13,0,1,0,0,0,8,0,0,1,10,0.0990566037735849,0,1,synthetic,copula_anomaly
2024-01-01 00:23:00,745,4,557,0,0,0,0,62,10,43,8,4,1.925,3,0,16,0,9,2,0,0,0,9,80,0.0222205195004214,0,0,synthetic,copula_anomaly
2024-01-01 00:24:00,660,1,465,0,0,0,0,23,13,9,10,3,2.7857142857142856,2,0,2,0,4,0,0,0,0,2,103,0.0270935960591133,0,0,synthetic,copula_anomaly
2024-01-01 00:25:00,198,1,146,0,0,0,0,3,0,2,28,3,1.0,2,0,1,0,0,0,0,0,0,1,75,0.0257826887661141,3,0,synthetic,copula_anomaly
2024-01-01 00:26:00,751,30,715,0,0,0,0,43,1,39,14,5,1.0,3,0,16,2,0,3,4,0,0,9,98,0.0096930533117932,4,0,synthetic,copula_anomaly
2024-01-01 00:27:00,222,9,147,0,0,0,0,13,0,9,18,1,0.0,0,0,13,0,0,0,0,0,0,12,26,0.0082644628099173,0,0,synthetic,copula_anomaly
2024-01-01 00:28:00,194,2,172,0,0,0,0,15,0,12,10,3,5.0,3,0,2,1,9,0,0,0,0,1,22,0.0680437424058323,0,0,synthetic,copula_anomaly
2024-01-01 00:29:00,459,2,388,0,0,0,0,16,6,8,20,2,2.0,3,0,0,3,0,0,0,0,0,0,72,0.0247718383311603,0,0,synthetic,copula_anomaly
2024-01-01 00:30:00,62,0,28,0,0,0,0,10,2,5,16,5,1.5294117647058822,6,0,0,0,1,9,0,1,0,0,19,0.0610687022900763,0,0,synthetic,copula_anomaly
2024-01-01 00:31:00,64,24,33,0,0,0,0,0,0,0,11,4,2.2,0,0,0,0,0,0,0,0,0,0,46,0.1666666666666666,0,0,synthetic,copula_anomaly
2024-01-01 00:32:00,64,1103,34,2,0,0,0,2,0,1,15,1,1.1428571428571428,0,0,3,0,0,0,0,0,0,3,21,0.0239520958083832,0,0,synthetic,copula_anomaly
2024-01-01 00:33:00,226,5,147,0,0,0,0,19,1,13,16,5,2.6666666666666665,6,0,4,3,0,0,0,0,0,2,31,0.0312907431551499,0,0,synthetic,copula_anomaly
2024-01-01 00:34:00,179,13,117,0,0,0,0,17,4,8,13,4,3.0,5,0,2,0,0,0,0,0,0,2,54,0.0144024912417282,3,0,synthetic,copula_anomaly
2024-01-01 00:35:00,246,17,186,0,0,0,0,13,0,8,14,5,2.4166666666666665,3,0,1,1,0,0,0,0,0,1,60,0.0358090185676392,4,0,synthetic,copula_anomaly
2024-01-01 00:36:00,403,1,341,0,0,0,0,0,0,0,16,5,5.307692307692308,8,0,0,1,0,0,0,0,0,0,73,0.0391506303915063,1,0,synthetic,copula_anomaly
2024-01-01 00:37:00,558,6,416,0,0,0,0,34,4,26,8,2,2.0,3,0,4,22,0,1,0,0,0,3,28,0.0489335006273525,1,0,synthetic,copula_anomaly
2024-01-01 00:38:00,108,2,69,3,0,0,0,8,1,4,15,4,0.0,0,0,0,3,1,0,0,0,0,0,72,0.1573033707865168,0,0,synthetic,copula_anomaly
2024-01-01 00:39:00,74,6,36,0,0,0,0,0,0,0,12,3,1.3636363636363635,2,0,0,0,0,0,0,0,0,0,26,0.0519578313253012,0,0,synthetic,copula_anomaly
2024-01-01 00:40:00,122,49,78,0,0,0,0,22,0,21,15,3,2.3,4,0,3,10,0,0,0,0,0,2,35,0.1036513545347467,0,0,synthetic,copula_anomaly
2024-01-01 00:41:00,84,8,46,0,0,0,0,7,1,3,17,5,2.827272727272727,4,0,0,0,1,0,0,0,0,0,16,0.0634674922600619,1,0,synthetic,copula_anomaly
2024-01-01 00:42:00,324,1,237,0,0,0,0,13,8,5,15,3,2.9166666666666665,8,0,3,2,0,0,0,0,0,3,21,0.0201072386058981,0,0,synthetic,copula_anomaly
2024-01-01 00:43:00,93,1,61,0,0,0,0,5,0,4,9,5,2.230769230769231,2,0,7,0,0,0,0,0,0,4,45,0.0247637666992505,0,0,synthetic,copula_anomaly
2024-01-01 00:44:00,60,1,32,0,0,0,0,12,0,8,17,4,1.7777777777777777,8,0,2,0,1,0,0,0,0,2,12,0.0457604306864064,0,1,synthetic,copula_anomaly
2024-01-01 00:45:00,109,16,65,0,0,0,0,19,1,13,10,4,1.5932203389830508,2,0,5,1,0,0,0,0,0,4,18,0.031578947368421,0,0,synthetic,copula_anomaly
2024-01-01 00:46:00,1096,9,1121,0,0,0,0,14,0,12,16,2,5.0,8,0,3,2,0,0,0,0,0,3,96,0.0355926230471044,0,0,synthetic,copula_anomaly
2024-01-01 00:47:00,83,0,63,0,0,0,0,6,0,4,17,1,2.5454545454545454,4,0,1,2,0,0,0,0,0,1,36,0.0416666666666666,0,0,synthetic,copula_anomaly
2024-01-01 00:48:00,1052,33,787,0,0,0,0,17,3,9,14,4,1.0,0,0,0,0,13,0,0,0,0,0,48,0.0336842105263157,0,1,synthetic,copula_anomaly
2024-01-01 00:49:00,168,9,112,0,0,0,0,24,0,20,15,2,1.0,2,0,4,19,0,0,0,0,0,4,24,0.0279329608938547,2,0,synthetic,copula_anomaly
2024-01-01 00:50:00,626,0,795,1,0,0,0,0,0,0,15,4,2.294117647058824,9,0,0,0,5,0,0,0,0,0,30,0.0161542470036477,0,0,synthetic,copula_anomaly
2024-01-01 00:51:00,76,3,36,2,0,0,0,2,1,0,10,4,1.0,2,0,0,0,3,0,0,0,0,0,26,0.0216535433070866,0,0,synthetic,copula_anomaly
2024-01-01 00:52:00,108,0,59,0,0,0,0,43,14,25,15,5,2.0,5,0,15,0,1,0,0,0,0,13,26,0.0627705627705627,0,0,synthetic,copula_anomaly
2024-01-01 00:53:00,490,1,415,0,0,0,0,4,0,3,20,2,3.0,3,0,0,9,0,0,0,0,0,0,58,0.0305958132045088,0,0,synthetic,copula_anomaly
2024-01-01 00:54:00,1501,23,1229,0,0,0,0,40,4,30,14,3,1.5,0,0,8,3,1,0,0,0,0,8,83,0.0095492742551566,2,0,synthetic,copula_anomaly
2024-01-01 00:55:00,330,1,282,0,0,0,0,20,0,15,15,5,3.0,13,0,10,0,0,0,0,0,0,7,48,0.0241502683363148,0,0,synthetic,copula_anomaly
2024-01-01 00:56:00,91,8,56,0,0,0,0,27,10,17,15,2,2.125,3,0,11,0,0,0,0,0,0,11,46,0.0434782608695652,0,0,synthetic,copula_anomaly
2024-01-01 00:57:00,77,17,43,0,76,0,0,21,4,13,7,2,1.2777777777777777,1,0,5,0,9,0,0,0,0,4,16,0.0174358974358974,0,0,synthetic,copula_anomaly
2024-01-01 00:58:00,153,3,100,0,0,0,0,23,0,21,7,3,1.9772727272727275,2,0,2,1,19,0,0,0,0,1,34,0.0341951626355296,3,0,synthetic,copula_anomaly
2024-01-01 00:59:00,893,8,808,0,0,0,0,28,4,21,15,6,1.0,5,0,8,4,3,0,0,0,0,5,188,0.0335365853658536,2,0,synthetic,copula_anomaly
2024-01-01 01:00:00,3374,0,3628,0,0,0,0,26,0,25,27,1,0.0,0,0,4,37,1,0,0,0,0,2,106,0.0127504553734061,1,0,synthetic,copula_anomaly
2024-01-01 01:01:00,111,0,81,0,0,0,0,17,11,5,11,5,5.666666666666667,13,0,2,0,0,0,0,0,0,2,10,0.0090157776108189,1,0,synthetic,copula_anomaly
2024-01-01 01:02:00,46,32,22,0,0,0,0,0,0,0,8,3,1.0526315789473684,3,0,0,0,0,0,0,0,0,0,7,0.1130653266331658,1,0,synthetic,copula_anomaly
2024-01-01 01:03:00,142,3,72,0,0,0,0,22,0,20,16,5,2.164179104477612,2,0,6,1,1,0,0,0,0,4,52,0.0117685282119779,0,0,synthetic,copula_anomaly
2024-01-01 01:04:00,447,1,314,0,0,0,0,15,0,13,21,2,1.6666666666666667,2,0,1,3,2,1,0,0,0,1,149,0.0405405405405405,0,0,synthetic,copula_anomaly
2024-01-01 01:05:00,102,9,62,0,0,0,0,0,0,0,7,7,2.727272727272727,6,0,0,0,0,0,0,0,0,0,36,0.0817120622568093,2,0,synthetic,copula_anomaly
2024-01-01 01:06:00,2449,0,2359,0,0,0,0,7,0,7,8,2,1.0,1,0,12,0,0,0,0,0,0,3,83,0.1725663716814159,0,0,synthetic,copula_anomaly
2024-01-01 01:07:00,115,13,69,0,0,0,0,13,0,8,12,2,3.6,2,0,0,9,0,1,0,0,0,0,32,0.0286016949152542,2,0,synthetic,copula_anomaly
2024-01-01 01:08:00,26,0,13,0,0,0,0,0,0,0,9,6,2.333333333333333,5,0,0,2,1,0,0,0,0,0,4,0.123076923076923,0,0,synthetic,copula_anomaly
2024-01-01 01:09:00,292,7,224,0,0,0,0,15,2,9,15,3,1.5555555555555556,2,0,2,4,0,0,0,0,0,1,31,0.0195167286245353,0,0,synthetic,copula_anomaly
2024-01-01 01:10:00,232,0,178,0,0,0,0,52,12,33,8,3,2.6,11,0,5,5,4,0,0,0,0,3,66,0.0242200328407224,0,0,synthetic,copula_anomaly
2024-01-01 01:11:00,142,24,78,0,0,0,0,20,2,12,10,4,4.0,13,0,2,11,0,0,0,0,0,2,29,0.0446153846153846,0,0,synthetic,copula_anomaly
2024-01-01 01:12:00,314,1,247,0,0,0,0,18,0,13,15,4,2.5454545454545454,5,0,5,0,0,0,0,0,0,5,57,0.039076376554174,0,0,synthetic,copula_anomaly
2024-01-01 01:13:00,209,4,148,0,0,0,0,0,0,0,12,2,1.0,0,0,0,0,0,0,0,0,0,0,46,0.0312,0,0,synthetic,copula_anomaly
2024-01-01 01:14:00,249,1,189,0,0,0,0,15,5,7,15,4,1.0588235294117647,2,0,2,2,0,0,0,0,0,2,37,0.0345887778631821,0,0,synthetic,copula_anomaly
2024-01-01 01:15:00,6281,200,6166,0,0,0,0,23,4,16,13,8,1.0588235294117647,3,0,4,2,9,0,0,0,0,2,416,0.0345821325648415,0,0,synthetic,copula_anomaly
2024-01-01 01:16:00,822,52,512,9,0,0,0,25,0,24,15,3,4.666666666666667,13,0,6,1,27,0,0,0,0,4,65,0.0281995661605206,1,0,synthetic,copula_anomaly
2024-01-01 01:17:00,223,1,171,1,0,0,0,63,21,32,8,2,3.134502923976608,3,0,4,45,0,0,0,0,0,3,57,0.0271528316524437,13,0,synthetic,copula_anomaly
2024-01-01 01:18:00,1211,0,994,0,0,0,0,0,0,0,15,8,6.5,13,0,0,0,1,0,0,0,0,0,102,0.0334101382488479,37,0,synthetic,copula_anomaly
2024-01-01 01:19:00,169,0,134,6,0,0,0,0,0,0,10,3,1.9705882352941173,2,0,0,0,2,0,0,0,0,0,81,0.0778588807785888,0,0,synthetic,copula_anomaly
2024-01-01 01:20:00,35,0,18,0,0,0,0,0,0,0,7,5,1.4,1,0,0,0,0,0,0,0,0,0,18,0.0944206008583691,1,0,synthetic,copula_anomaly
2024-01-01 01:21:00,95,8,53,0,0,0,0,16,0,12,9,4,1.0,2,0,5,1,1,0,0,0,0,3,14,0.0424242424242424,0,0,synthetic,copula_anomaly
2024-01-01 01:22:00,38,0,17,4,0,0,0,106,33,50,9,6,6.363636363636363,12,0,24,13,0,0,0,0,0,15,6,0.0173010380622837,0,0,synthetic,copula_anomaly
2024-01-01 01:23:00,223,0,189,0,0,0,0,27,1,23,19,3,1.93939393939394,4,0,12,4,0,0,0,0,0,9,33,0.0446927374301676,0,0,synthetic,copula_anomaly
2024-01-01 01:24:00,181,9,154,0,0,0,0,7,2,3,15,5,2.0,2,0,0,1,0,0,0,0,0,0,133,0.0944444444444444,0,0,synthetic,copula_anomaly
2024-01-01 01:25:00,4,21,2,1,0,0,0,84,7,65,6,6,2.140845070422535,13,0,100,0,0,0,0,1,0,70,4,0.0,0,0,synthetic,copula_anomaly
2024-01-01 01:26:00,37,9,18,0,23,0,1,46,0,45,14,8,2.0,13,0,19,53,9,0,1,0,0,17,12,0.0963855421686747,1,0,synthetic,copula_anomaly
2024-01-01 01:27:00,85,7,49,1,0,0,0,1,0,0,15,4,0.0,0,0,0,2,0,0,0,0,0,0,32,0.0280397525605922,6,0,synthetic,copula_anomaly
2024-01-01 01:28:00,213,12,160,0,0,0,0,5,2,2,11,1,2.0,1,0,1,0,0,0,0,0,0,1,15,0.0679205851619644,0,0,synthetic,copula_anomaly
2024-01-01 01:29:00,73,1,41,0,0,0,0,11,0,7,9,4,4.2,5,0,3,1,0,0,0,0,0,3,20,0.0443814919735599,13,0,synthetic,copula_anomaly
