feature,syn_mean_raw,syn_std_raw,real_mean_raw,real_std_raw,mean_diff_raw,std_ratio_raw,syn_mean_scaled,syn_std_scaled,real_mean_scaled,real_std_scaled,mean_diff_scaled,std_ratio_scaled,potential_mean_bias,potential_std_bias
announcements,180.62815,291.02466741743694,109.0475,170.80363502524438,71.58065,1.703855233376176,0.14833946073768944,1.2061740973718809,-0.14833946073768947,0.7079087904562504,0.2966789214753789,1.7038552333761756,False,True
withdrawals,15.16575,53.88634301783423,5.8654,12.75554851979726,9.300349999999998,4.224541416952778,0.11793329600173835,1.3665797878007657,-0.11793329600173834,0.3234859486326208,0.2358665920034767,4.224541416952778,False,True
nlri_ann,180.62815,291.02466741743694,109.0475,170.80363502524438,71.58065,1.703855233376176,0.14833946073768944,1.2061740973718809,-0.14833946073768947,0.7079087904562504,0.2966789214753789,1.7038552333761756,False,True
dups,6.77935,22.17089851617545,2.168,3.993654149231401,4.61135,5.551531927330851,0.1432531672480994,1.3774586751818667,-0.14325316724809944,0.24812226484737918,0.28650633449619883,5.551531927330851,False,True
origin_0,133.18185,237.59542558704808,89.6773,164.69851227229478,43.504549999999995,1.4426082076214106,0.10581364121344343,1.1557507703556835,-0.10581364121344347,0.8011536079233177,0.2116272824268869,1.4426082076214104,False,True
origin_2,45.574,115.86209011232388,19.25435,27.444334855362822,26.31965,4.221712448960431,0.15443257338672023,1.3596254818282336,-0.1544325733867202,0.32205544509859557,0.30886514677344046,4.221712448960432,False,True
origin_changes,6.396,13.975959729926192,3.1908,4.852202855778773,3.2052,2.8803329426512745,0.151432469057119,1.320579794291751,-0.15143246905711902,0.4584816479848299,0.302864938114238,2.880332942651275,False,True
imp_wd,12.2629,32.049390661322846,4.62365,5.427852591650572,7.6392500000000005,5.90461699542523,0.1639345727334686,1.3754941421503293,-0.16393457273346856,0.2329523054951799,0.32786914546693713,5.904616995425229,False,True
imp_wd_spath,6.85075,22.15302490097262,1.18555,2.692040778234532,5.6652,8.229082218992538,0.17668827476385265,1.3817983106815452,-0.17668827476385268,0.1679164545825518,0.35337654952770536,8.229082218992538,False,True
imp_wd_dpath,9.70805,16.28750377855572,3.4381,4.5239796318712004,6.26995,3.600260192112959,0.2537002810837749,1.3180459116497376,-0.253700281083775,0.3660974044423686,0.5074005621675499,3.600260192112959,True,True
as_path_max,13.72285,8.019529507407276,12.8884,7.094903968561953,0.8344499999999986,1.1303224882172342,0.055023693401597414,1.0575902716745682,-0.055023693401597254,0.9356535702856089,0.11004738680319467,1.130322488217234,False,False
unique_as_path_max,3.3244,1.4819158018329468,3.1461,1.352052584890697,0.17829999999999968,1.09604893951129,0.0627271583030782,1.0426701419538036,-0.06272715830307843,0.9512988921997523,0.12545431660615664,1.0960489395112902,False,False
edit_distance_avg,1.8407754775811067,1.01498372555215,1.8014918345164377,0.9834478404380251,0.03928364306466903,1.032066657546453,0.019651485796407235,1.0154577353606526,-0.019651485796406798,0.9839071226026377,0.03930297159281403,1.0320666575464532,False,False
edit_distance_max,4.21115,3.533254855228193,3.6507,2.3600779665935656,0.5604499999999999,1.497092428826807,0.09286815463562632,1.1709114282751734,-0.09286815463562621,0.7821236723458387,0.18573630927125254,1.4970924288268068,False,True
