timestamp,announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,label
2024-01-01 00:00:00,75,3,30,2,0,0,0,24,2,22,7,5,1,0,22,0,0,0,0,0,0,20,20,1,0,1.005897590699615,0.049147299862313726,synthetic_anomaly
2024-01-01 00:01:00,129,7,101,0,0,0,0,10,6,4,12,3,7,0,1,1,0,0,0,2,0,1,48,1,0,4.259252509188769,0.07951961308874236,synthetic_anomaly
2024-01-01 00:02:00,173,6,128,1,0,0,0,17,14,3,8,4,1,0,2,1,0,0,0,0,0,2,19,1,0,0.8245211079102881,0.032895068461669216,synthetic_anomaly
2024-01-01 00:03:00,75,4,29,0,0,0,0,24,0,24,10,5,2,0,18,6,0,0,0,0,0,17,6,0,0,1.2362763391900504,0.012189962643533314,synthetic_anomaly
2024-01-01 00:04:00,120,1,37,0,0,0,0,57,7,50,11,5,6,0,7,39,1,1,0,2,0,6,17,0,0,2.0795104013237995,0.029627215655006835,synthetic_anomaly
2024-01-01 00:05:00,23,2,15,0,0,0,0,7,2,5,10,2,6,0,1,0,0,0,2,2,0,1,15,1,0,4.849058018728728,0.1008231005411401,synthetic_anomaly
2024-01-01 00:06:00,1200,39,1191,0,1157,43,0,3,3,0,16,2,0,0,0,0,0,0,0,0,0,0,134,0,0,0.0,0.02612876340676632,synthetic_anomaly
2024-01-01 00:07:00,61,1,29,12,0,0,0,20,0,20,8,3,2,0,19,1,0,0,0,0,0,15,19,0,0,1.045040273494356,0.07088859512061162,synthetic_anomaly
2024-01-01 00:08:00,1139,53,1133,0,1115,24,0,4,4,0,15,2,0,0,0,0,0,0,0,0,0,0,129,0,0,0.0,0.027859594883908934,synthetic_anomaly
2024-01-01 00:09:00,55,1,22,4,0,0,0,20,2,18,8,7,4,0,11,4,1,2,0,0,0,4,27,0,0,1.6661033625805317,0.10122423736457634,synthetic_anomaly
2024-01-01 00:10:00,1182,17,1173,0,1094,88,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,156,0,0,0.0,0.027777686543563742,synthetic_anomaly
2024-01-01 00:11:00,64,4,23,0,0,0,0,24,0,24,9,5,2,0,19,4,0,0,0,0,0,18,6,0,0,1.1870198984459608,0.01869399238195988,synthetic_anomaly
2024-01-01 00:12:00,62,6,21,0,0,0,0,24,0,24,9,5,2,0,19,5,0,0,0,0,0,18,5,0,0,1.2066915412798775,0.012695735479072268,synthetic_anomaly
2024-01-01 00:13:00,942,11,832,0,861,81,0,17,0,17,15,2,1,0,17,0,0,0,0,0,0,17,97,1,0,0.7718054684782346,0.01818894319511618,synthetic_anomaly
2024-01-01 00:14:00,493,16,483,0,0,0,0,5,2,2,12,2,6,0,0,0,0,0,0,2,0,0,77,0,0,5.775062156241465,0.022761771291729925,synthetic_anomaly
2024-01-01 00:15:00,97,6,58,13,0,0,0,25,2,22,12,3,3,0,20,1,2,0,0,0,0,14,37,2,0,1.1984226531322482,0.07936301510205897,synthetic_anomaly
2024-01-01 00:16:00,78,1,37,11,0,0,0,19,0,19,8,3,2,0,18,1,0,0,0,0,0,13,17,0,0,1.0782299972519793,0.06126658490588916,synthetic_anomaly
2024-01-01 00:17:00,1151,16,1093,0,1055,96,0,6,0,6,18,3,0,0,6,0,0,0,0,0,0,6,135,0,0,0.28527799694087974,0.022878931170166678,synthetic_anomaly
2024-01-01 00:18:00,638,19,578,0,599,39,1,12,0,12,15,3,2,0,12,0,0,0,0,0,0,12,87,1,0,1.7138900460474449,0.02331892224695767,synthetic_anomaly
2024-01-01 00:19:00,947,71,947,0,838,103,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,209,0,0,0.0,0.04224022471508686,synthetic_anomaly
2024-01-01 00:20:00,253,10,230,0,0,0,0,8,4,4,11,3,6,0,1,1,0,0,0,3,0,1,59,1,0,4.645232469271937,0.039407466319662285,synthetic_anomaly
2024-01-01 00:21:00,837,9,802,0,803,34,0,6,0,6,15,2,0,0,6,0,0,0,0,0,0,6,117,0,0,0.26835409608011196,0.03072622430075154,synthetic_anomaly
2024-01-01 00:22:00,1080,14,1002,0,990,90,0,10,0,10,17,3,0,0,10,0,0,0,0,0,0,10,121,0,0,0.4394482232929203,0.021392773553173063,synthetic_anomaly
2024-01-01 00:23:00,161,2,64,0,0,0,0,53,7,46,12,5,8,0,10,32,2,1,0,1,0,9,19,0,0,2.032657947786986,0.02485199409329816,synthetic_anomaly
2024-01-01 00:24:00,387,6,350,0,0,0,0,12,12,0,12,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,0.01807743266865843,synthetic_anomaly
2024-01-01 00:25:00,59,1,28,12,0,0,0,20,0,20,8,3,2,0,19,1,0,0,0,0,0,14,17,0,0,1.0612743969440286,0.0692678799015124,synthetic_anomaly
2024-01-01 00:26:00,835,9,808,0,804,31,0,4,0,4,15,2,0,0,4,0,0,0,0,0,0,4,121,0,0,0.20131262906963754,0.03207659189269693,synthetic_anomaly
2024-01-01 00:27:00,786,66,780,0,709,77,1,0,0,0,15,2,1,0,0,0,0,0,0,0,0,0,172,0,0,0.6082548199574178,0.040201688407958194,synthetic_anomaly
2024-01-01 00:28:00,1197,40,1189,0,1156,41,0,3,3,0,16,2,0,0,0,0,0,0,0,0,0,0,133,0,0,0.0,0.02614353741383089,synthetic_anomaly
2024-01-01 00:29:00,61,2,33,0,0,0,0,23,2,21,7,3,3,0,0,0,21,0,0,0,0,0,17,1,0,2.9658258142759024,0.04366135809198429,synthetic_anomaly
2024-01-01 00:30:00,76,3,30,0,0,0,0,24,2,22,7,5,1,0,22,0,0,0,0,0,0,21,19,1,0,1.009354467465482,0.044359438957918024,synthetic_anomaly
2024-01-01 00:31:00,973,70,972,0,884,86,0,1,1,0,15,1,0,0,0,0,0,0,0,0,0,0,190,0,0,0.0,0.03981219286118213,synthetic_anomaly
2024-01-01 00:32:00,970,64,968,0,864,103,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,205,0,0,0.0,0.04099389154134207,synthetic_anomaly
2024-01-01 00:33:00,270,7,161,0,0,0,0,46,6,40,14,6,12,0,16,20,3,0,0,0,0,13,22,0,0,1.9513363635242842,0.016578615446851137,synthetic_anomaly
2024-01-01 00:34:00,477,42,461,0,470,7,3,2,0,2,16,5,4,0,1,0,0,1,0,0,0,1,93,1,0,2.41964981020354,0.031204969004476644,synthetic_anomaly
2024-01-01 00:35:00,70,8,35,0,0,0,0,19,1,18,8,3,3,0,0,2,14,3,0,0,0,0,18,7,0,3.0597363326182188,0.05395572798642208,synthetic_anomaly
2024-01-01 00:36:00,88,5,60,1,0,0,0,12,9,3,9,3,2,0,1,1,1,0,0,0,0,1,20,1,0,1.454794587691903,0.05132832318383521,synthetic_anomaly
2024-01-01 00:37:00,1054,46,1050,0,951,103,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,192,0,0,0.0,0.03658230700652226,synthetic_anomaly
2024-01-01 00:38:00,140,2,52,0,0,0,0,55,7,48,11,5,5,0,7,38,1,1,0,2,0,6,20,0,0,2.027431415210795,0.03144441233115288,synthetic_anomaly
2024-01-01 00:39:00,111,5,77,0,0,0,0,13,12,1,8,3,3,0,0,0,0,0,0,0,0,0,12,1,0,2.2153796646672443,0.0325411124285719,synthetic_anomaly
2024-01-01 00:40:00,830,68,826,0,745,85,0,0,0,0,15,2,1,0,0,0,0,0,0,0,0,0,184,0,0,0.4143725384711372,0.041104772072442314,synthetic_anomaly
2024-01-01 00:41:00,51,1,15,0,0,0,0,22,3,19,8,7,2,0,12,7,0,0,0,0,0,5,12,0,0,1.3740911717516684,0.04444435151090097,synthetic_anomaly
2024-01-01 00:42:00,71,5,26,0,0,0,0,24,0,24,10,5,2,0,18,5,0,0,0,0,0,18,6,0,0,1.2276555455699165,0.012191554359435799,synthetic_anomaly
2024-01-01 00:43:00,64,6,27,0,0,0,0,20,0,19,10,2,7,0,0,0,17,1,0,0,0,0,8,6,1,3.2618718770900537,0.020234116448156668,synthetic_anomaly
2024-01-01 00:44:00,47,3,33,0,0,0,0,8,3,5,11,2,6,0,1,0,0,0,1,3,0,1,24,1,0,4.575878313152433,0.08334611119783583,synthetic_anomaly
2024-01-01 00:45:00,205,4,99,0,0,0,0,50,6,44,13,6,10,0,13,26,3,0,0,1,0,11,20,0,0,1.9944736726589665,0.02096725710325517,synthetic_anomaly
2024-01-01 00:46:00,97,5,69,1,0,0,0,11,7,4,10,3,4,0,1,2,1,0,0,1,0,1,33,2,0,2.743191051433966,0.05846306145485318,synthetic_anomaly
2024-01-01 00:47:00,174,8,150,0,0,0,0,9,4,5,11,3,6,0,1,1,0,0,0,3,0,1,52,2,0,4.215490770001586,0.05473890990229719,synthetic_anomaly
2024-01-01 00:48:00,874,24,874,0,815,57,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,163,0,0,0.0,0.039203366945042666,synthetic_anomaly
2024-01-01 00:49:00,717,14,635,0,665,52,1,16,0,16,15,3,2,0,16,0,0,0,0,0,0,16,85,1,0,1.4308188566910423,0.020412550627084393,synthetic_anomaly
2024-01-01 00:50:00,72,0,36,3,0,0,0,23,1,22,10,5,2,0,20,2,0,0,0,0,0,18,18,0,0,1.088461748044134,0.049534089787597706,synthetic_anomaly
2024-01-01 00:51:00,35,2,23,0,0,0,0,8,3,5,11,2,6,0,1,0,0,0,1,3,0,1,20,0,0,4.657242992063836,0.09143738918957697,synthetic_anomaly
2024-01-01 00:52:00,44,6,39,0,0,0,0,4,2,2,10,2,6,0,0,0,1,0,0,1,0,0,59,3,0,4.508245655352077,0.26083115373596377,synthetic_anomaly
2024-01-01 00:53:00,1290,21,1277,0,1186,104,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,161,0,0,0.0,0.025655573053931287,synthetic_anomaly
2024-01-01 00:54:00,53,3,37,0,0,0,0,7,3,4,11,2,6,0,1,0,0,0,1,3,0,1,24,0,0,5.14215981021685,0.0810593082216217,synthetic_anomaly
2024-01-01 00:55:00,62,1,29,10,0,0,0,21,0,20,8,3,2,0,20,1,0,0,0,0,0,15,19,0,0,1.0402288706680827,0.06821616385162675,synthetic_anomaly
2024-01-01 00:56:00,55,1,22,4,0,0,0,22,3,19,7,7,4,0,11,5,1,2,0,0,0,4,31,0,0,1.687733027572157,0.11367288727457031,synthetic_anomaly
2024-01-01 00:57:00,923,14,818,0,864,59,0,18,1,17,14,2,1,0,17,0,0,0,0,0,0,17,91,1,0,0.7576742697536786,0.018497069593823686,synthetic_anomaly
2024-01-01 00:58:00,642,34,626,0,609,33,2,1,0,1,17,4,3,0,1,0,0,1,0,0,0,1,110,1,0,1.6969399588010723,0.029539497533170683,synthetic_anomaly
2024-01-01 00:59:00,793,66,787,0,715,78,1,0,0,0,15,2,1,0,0,0,0,0,0,0,0,0,174,0,0,0.5777223053364213,0.04034390571104783,synthetic_anomaly
2024-01-01 01:00:00,179,15,103,0,0,0,0,22,0,22,13,4,3,0,20,2,0,1,0,0,0,19,17,0,0,1.175005726783876,0.015380932292620796,synthetic_anomaly
2024-01-01 01:01:00,71,2,39,0,0,0,0,24,9,15,12,2,3,0,5,0,9,0,0,0,0,5,23,0,0,2.2390130443157155,0.06393635514321319,synthetic_anomaly
2024-01-01 01:02:00,1086,57,1082,0,1043,43,0,3,3,0,15,2,0,0,0,0,0,0,0,0,0,0,145,0,0,0.0,0.0314515149922469,synthetic_anomaly
2024-01-01 01:03:00,76,4,56,0,0,0,0,6,3,3,11,2,6,0,1,0,0,0,1,3,0,1,29,0,0,5.273554883887238,0.07162229244319669,synthetic_anomaly
2024-01-01 01:04:00,111,3,89,0,0,0,0,13,13,0,7,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,0.05925128503512491,synthetic_anomaly
2024-01-01 01:05:00,315,12,294,0,0,0,0,7,3,4,11,3,6,0,1,1,0,0,0,3,0,1,64,1,0,5.020324465215273,0.033881264411622314,synthetic_anomaly
2024-01-01 01:06:00,852,9,748,0,788,64,0,18,0,18,14,2,1,0,18,0,0,0,0,0,0,18,90,1,0,0.8229585589400936,0.019555229297354787,synthetic_anomaly
2024-01-01 01:07:00,48,1,21,5,0,0,0,18,2,16,8,8,3,0,7,6,2,1,0,0,0,2,28,0,0,1.7485639876700438,0.11512938178739701,synthetic_anomaly
2024-01-01 01:08:00,120,6,86,0,0,0,0,13,12,1,8,3,3,0,0,0,0,0,0,0,0,0,11,0,0,1.8207640955230275,0.02946649266219141,synthetic_anomaly
2024-01-01 01:09:00,61,11,27,0,0,0,0,19,0,18,11,2,8,0,0,0,16,2,0,0,0,0,7,11,1,3.378829044116464,0.01815610106181729,synthetic_anomaly
2024-01-01 01:10:00,547,49,534,0,520,27,2,2,0,2,16,4,3,0,1,0,0,1,0,0,0,1,112,1,0,1.8913816501445408,0.03422501601210919,synthetic_anomaly
2024-01-01 01:11:00,33,3,25,0,0,0,0,6,2,3,10,2,6,0,0,0,1,0,0,2,0,0,36,1,0,4.616846050772352,0.2030616843615535,synthetic_anomaly
2024-01-01 01:12:00,172,3,72,0,0,0,0,52,7,45,12,5,9,0,11,30,2,1,0,1,0,9,19,0,0,2.0221110151367614,0.023778985393762702,synthetic_anomaly
2024-01-01 01:13:00,23,2,14,0,0,0,0,7,2,5,10,2,6,0,1,0,0,0,2,2,0,1,15,0,0,4.841986366334697,0.10151655729188,synthetic_anomaly
2024-01-01 01:14:00,62,10,27,0,0,0,0,19,0,19,10,2,8,0,0,0,16,2,0,0,0,0,8,9,1,3.344956384046944,0.018757927444845293,synthetic_anomaly
2024-01-01 01:15:00,63,2,35,0,0,0,0,23,6,17,9,3,3,0,3,0,15,0,0,0,0,3,19,0,0,2.583077915150497,0.055261575555747344,synthetic_anomaly
2024-01-01 01:16:00,99,9,43,0,0,0,0,23,0,23,11,5,2,0,19,4,0,0,0,0,0,18,9,0,0,1.1936175570241014,0.013601813796255767,synthetic_anomaly
2024-01-01 01:17:00,68,2,31,3,0,0,0,22,2,19,8,7,4,0,11,5,1,2,0,0,0,4,36,0,0,1.7068096922677902,0.10532127049681639,synthetic_anomaly
2024-01-01 01:18:00,68,2,35,13,0,0,0,21,1,20,9,3,2,0,19,1,0,0,0,0,0,14,23,0,0,1.089971885254495,0.07518376443035914,synthetic_anomaly
2024-01-01 01:19:00,71,2,38,0,0,0,0,24,8,16,11,2,3,0,5,0,11,0,0,0,0,5,21,0,0,2.333861831823776,0.059069260446647925,synthetic_anomaly
2024-01-01 01:20:00,83,1,39,10,0,0,0,19,0,19,8,3,2,0,18,1,0,0,0,0,0,13,17,0,0,1.0843480777950467,0.05858424606843546,synthetic_anomaly
2024-01-01 01:21:00,1006,23,931,0,963,43,0,13,2,10,15,2,0,0,10,0,0,0,0,0,0,10,102,0,0,0.4733577364748025,0.02143949485128438,synthetic_anomaly
2024-01-01 01:22:00,845,9,774,0,795,50,0,12,0,12,14,2,1,0,12,0,0,0,0,0,0,12,103,0,0,0.5484536390269436,0.025084382584265513,synthetic_anomaly
2024-01-01 01:23:00,75,4,57,0,0,0,0,9,4,5,11,3,6,0,1,1,0,0,0,3,0,1,31,1,0,4.45223346046303,0.07105029821432693,synthetic_anomaly
2024-01-01 01:24:00,54,6,48,0,0,0,0,5,2,2,10,2,6,0,0,0,1,0,0,1,0,0,60,3,0,4.463146470111358,0.23828356036156093,synthetic_anomaly
2024-01-01 01:25:00,256,12,182,0,0,0,0,48,8,40,9,5,3,0,8,32,0,0,0,0,0,6,40,0,0,1.8325807441613118,0.03802733411877504,synthetic_anomaly
2024-01-01 01:26:00,983,20,899,0,936,47,0,14,2,12,14,2,1,0,12,0,0,0,0,0,0,12,99,0,0,0.5489239281751404,0.020657451441761312,synthetic_anomaly
2024-01-01 01:27:00,190,8,168,0,0,0,0,9,4,5,11,3,6,0,1,1,0,0,0,3,0,1,53,2,0,4.2046098752204175,0.04933609833126817,synthetic_anomaly
2024-01-01 01:28:00,172,6,133,0,0,0,0,16,14,2,8,4,1,0,1,1,0,0,0,0,0,1,15,0,0,0.5970213280000244,0.028034800774295855,synthetic_anomaly
2024-01-01 01:29:00,100,1,55,2,0,0,0,20,2,18,7,7,5,0,9,6,2,1,1,0,0,3,35,0,0,1.8756400644497284,0.07535764860497693,synthetic_anomaly
2024-01-01 01:30:00,89,2,69,0,0,0,0,14,14,0,7,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,0.0811260490932969,synthetic_anomaly
2024-01-01 01:31:00,230,5,121,0,0,0,0,49,6,42,14,6,11,0,14,23,3,0,0,1,0,12,21,0,0,1.9764718400254415,0.019135812486706698,synthetic_anomaly
2024-01-01 01:32:00,58,4,32,0,0,0,0,22,2,20,7,3,3,0,0,1,19,1,0,0,0,0,17,2,0,3.0192594665591352,0.04905073997885761,synthetic_anomaly
2024-01-01 01:33:00,90,11,70,0,0,0,0,5,1,4,11,3,5,0,2,0,0,0,2,1,0,2,45,3,0,3.6362368221946815,0.09002329741374485,synthetic_anomaly
2024-01-01 01:34:00,68,2,36,13,0,0,0,21,1,20,9,3,2,0,19,1,1,0,0,0,0,14,23,0,0,1.0941408078630783,0.0753444177198944,synthetic_anomaly
2024-01-01 01:35:00,295,22,216,0,0,0,0,22,0,22,14,3,4,0,20,1,0,1,0,0,0,20,30,0,0,1.1591918822162843,0.01689258928743033,synthetic_anomaly
2024-01-01 01:36:00,61,2,29,0,0,0,0,23,2,21,7,3,3,0,0,0,21,0,0,0,0,0,14,1,0,3.0,0.03644359415416125,synthetic_anomaly
2024-01-01 01:37:00,145,9,87,0,0,0,0,28,0,27,10,4,4,0,4,4,19,1,0,0,0,4,38,1,0,2.645052283309273,0.05068278262402818,synthetic_anomaly
2024-01-01 01:38:00,66,5,23,0,0,0,0,24,0,24,9,5,2,0,19,5,0,0,0,0,0,18,5,0,0,1.2179427149319078,0.012193347705578382,synthetic_anomaly
2024-01-01 01:39:00,25,2,17,0,0,0,0,7,2,5,10,2,6,0,1,0,0,0,3,2,0,1,15,1,0,4.881572005118183,0.09763473068089906,synthetic_anomaly
2024-01-01 01:40:00,268,21,188,0,0,0,0,22,0,22,14,4,3,0,20,1,0,1,0,0,0,19,27,0,0,1.1621703586613292,0.016607874540628342,synthetic_anomaly
2024-01-01 01:41:00,1171,17,1161,0,1085,86,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,156,0,0,0.0,0.028011650936734342,synthetic_anomaly
2024-01-01 01:42:00,533,48,519,0,510,23,2,2,0,2,16,4,3,0,1,0,0,1,0,0,0,1,108,1,0,1.9882176119930564,0.03377396409230707,synthetic_anomaly
2024-01-01 01:43:00,867,20,866,0,814,51,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,158,0,0,0.0,0.038680357727913374,synthetic_anomaly
2024-01-01 01:44:00,142,0,62,5,0,0,0,17,0,17,9,3,3,0,16,0,0,1,0,0,0,12,15,0,0,1.1381342658224698,0.03500286624694488,synthetic_anomaly
2024-01-01 01:45:00,1246,28,1236,0,1171,75,0,1,1,0,18,3,0,0,0,0,0,0,0,0,0,0,148,0,0,0.0,0.025879738002440426,synthetic_anomaly
2024-01-01 01:46:00,53,1,18,2,0,0,0,22,3,19,7,7,3,0,11,6,1,1,0,0,0,4,20,0,0,1.531857430405963,0.08002821165859088,synthetic_anomaly
2024-01-01 01:47:00,146,7,65,0,0,0,0,50,3,47,10,4,7,0,17,25,2,0,0,1,0,16,24,4,0,1.9658399113686769,0.03161722415305134,synthetic_anomaly
2024-01-01 01:48:00,87,1,45,3,0,0,0,21,2,19,7,7,4,0,9,6,1,2,0,0,0,3,34,0,0,1.8334090886047023,0.08396876794164265,synthetic_anomaly
2024-01-01 01:49:00,63,8,27,0,0,0,0,19,0,19,10,2,7,0,0,0,17,1,0,0,0,0,8,8,1,3.3103614773069157,0.01937258621542342,synthetic_anomaly
2024-01-01 01:50:00,308,11,287,0,0,0,0,7,3,4,11,3,6,0,1,1,0,0,0,3,0,1,64,1,0,4.980654479592527,0.034465719298986675,synthetic_anomaly
2024-01-01 01:51:00,1191,17,1145,0,1092,99,0,4,0,4,19,3,0,0,4,0,0,0,0,0,0,4,142,0,0,0.20227318174203035,0.02367907424106828,synthetic_anomaly
2024-01-01 01:52:00,134,4,110,0,0,0,0,13,13,0,7,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,0.04053570293848239,synthetic_anomaly
